pet_name,pet_gender,owner_name,vet_name,feeding_schedule,pet_type,breedID,color,pet_id
Jorrie,female,,,every 4 hours,lab grown,871ad82a-d9ab-4a4f-b637-e34e95fae34f,Indigo,c692c1e0-add7-4e46-81c9-f56a99389c15
Dylan,male,Dylan Butfield,,every 4 hours,lab born,87afa7d8-8f1e-4675-b442-d4da3b85d4be,Purple,c3a5b317-a46a-4db8-8dae-87e7b85bfe37
Erastus,male,Erastus Mizzen,Erastus Shambrooke,twice a day,stolen,87c0cde8-d86c-4029-86be-7fc1a46a4d2c,Goldenrod,c5cf8643-dbf8-43f4-9d44-a190cf75b8e0
Glendon,male,,Glendon Meeks,twice a day,stolen,882c1f5d-dbf6-40f1-8829-e9cae5bb005a,Purple,941dc925-2a13-44c5-ace7-02ad238bbe21
Janice,male,Janice Mechell,Janice Cumberland,once a day,found,8830f428-d119-48f4-ad11-b4dbcee961ba,Violet,868f41e6-ce18-4991-be0e-c5818eb56fbe
Juliet,male,Juliet Egar,Juliet Hartzogs,once a day,found,88ba3267-d5be-4f8c-bae5-90fde05a1a9b,Goldenrod,ee0fbe20-e654-402f-a4c1-c088f6df95c9
Starr,female,,Starr McClintock,,stolen,89824000-336c-4938-abc9-f84596ae8878,Goldenrod,5dbd86c3-5ea4-4f72-86dd-36778110d111
Ephrayim,male,Ephrayim Withey,,,lab born,89890fcf-00ac-407d-b969-14fbaaaeb2cf,Maroon,66bf955a-4f66-4a8f-bea8-55adf0fe9b2a
Aubry,female,Aubry Schlagman,Aubry Spridgeon,twice a day,lab born,89979b80-e480-4416-b2de-401abe15bd9e,Crimson,9edf6708-b1d9-4f7d-ad8e-fbd65f174951
Ella,male,Ella Hearl,,every 4 hours,lab born,89c64d23-d7ab-41a1-b212-ff2f814e3212,Violet,e8f0daee-ac6d-46d1-8bcc-56cd6bbbeeb1
Clerc,male,Clerc Brookton,Clerc O'Sheerin,once a day,stolen,89e46640-463e-4085-abdf-f2151aea34b4,Orange,03161397-030a-430e-9e3f-049d5c9e1e44
Freddy,male,Freddy Archbell,Freddy Fritschmann,twice a day,,8a6309dd-3e45-4cde-a92f-767cded4a7de,Blue,d9621674-6f75-43e6-981f-fe30e8ead4c9
Frankie,female,,Frankie Watford,twice a day,found,cb3a9da4-07b0-4969-9810-1505108d79d9,Blue,50fcd5f3-3a23-4a68-b83b-ba4a48867f4f
Alessandro,female,Alessandro Bourtoumieux,Alessandro Battyll,,lab born,8b60154c-dad0-4b39-8e19-4289ad8f2db2,Blue,ab4577e7-5527-46d5-a606-645d338449d2
Archambault,female,Archambault Wybron,Archambault Key,every 4 hours,lab born,8b6a8cfc-da2b-4980-9057-9f67976e3ab6,Yellow,fef9199f-b382-46ca-9191-2757cd6332b2
Ludovika,male,,,every 4 hours,lab grown,8bccf179-5650-4086-83b1-1274fe427eff,Fuscia,dfd40b6d-b4f5-4804-a221-cb7421e177e1
Nicolette,female,Nicolette Rembaud,Nicolette Mapples,twice a day,lab grown,8bfcfc70-0bd7-4345-8c40-97f63d407cea,Indigo,6b3f8165-1cd6-4bf4-aa46-7e71fda855b5
Jolene,male,,Jolene Normanville,twice a day,lab grown,8c91c2b5-c4e8-4bf8-a323-28e371e6843d,Green,c771d0aa-b92a-48ec-89e5-b603fd25f4f4
Clara,female,Clara Robertis,Clara Gladbeck,once a day,stolen,cb3a9da4-07b0-4969-9810-1505108d79d9,Khaki,80dccb42-47ac-477e-9e89-71626fb74252
Cosmo,female,,Cosmo Grube,,lab born,8cf7b10b-f4ae-4a7d-a5b2-40b34923fc74,Khaki,48e6b1d8-c706-47e3-babf-3c96498105b9
Lurline,female,Lurline Durn,Lurline Tale,,stolen,cb3a9da4-07b0-4969-9810-1505108d79d9,Purple,bd183d96-6fd9-41f8-bdf5-62a745dc902f
Pattin,female,Pattin Guerry,Pattin Lucius,every 4 hours,lab born,8d33400a-5bc3-4fc1-87ca-98ea91bd7137,Turquoise,3369bb39-3e16-4601-b0e4-4ac8f5eaa121
Carissa,female,Carissa Giraudot,Carissa Swanston,every 4 hours,lab grown,8d8046b3-eeb7-4c3a-9f46-efb1e3c28b32,Mauv,bedd6756-4548-4c14-9689-9dfd14750238
Baudoin,male,Baudoin Mattsson,Baudoin Eisenberg,twice a day,stolen,8e1702e4-44f2-4f20-bb7d-379a0c3dc749,Crimson,2d1d354b-a173-448e-a349-2018ae1c5f7b
Jeannette,male,Jeannette Colman,Jeannette Murrigans,,found,8f2a4b4d-0a32-4d26-afd6-4b08f7b28370,Puce,7e7957f4-2e52-4e30-bd3e-f62eada9d93f
Edi,female,Edi Sinkins,Edi Puzey,once a day,lab grown,8f5250df-2cae-4095-93be-ce96eb2b77c0,Blue,3961cb6c-f3db-440e-b25f-7d7821ffa23d
Valentine,female,Valentine Baguley,Valentine Pemble,once a day,lab born,cb3a9da4-07b0-4969-9810-1505108d79d9,Teal,f5b9a464-4a93-4f72-8764-60efec03ef6c
Kattie,female,,,once a day,lab born,8fada918-9927-4819-a74f-e0c13fd78a5a,Purple,30331134-5951-491a-9b52-1b4dc3be50b5
Elvera,female,Elvera Glowinski,Elvera Adamou,every 4 hours,stolen,8ff14e41-25c8-4d7a-bdf6-240e24032868,Orange,79f2ee6b-663f-44bc-8d5d-3a17858138ff
Brendan,male,,,every 4 hours,lab grown,cb3a9da4-07b0-4969-9810-1505108d79d9,Goldenrod,ea04fc1f-20b0-40f2-82ee-419c932e7744
Danie,male,Danie Dupoy,,twice a day,lab born,9046252b-040b-44a5-998c-f1477478c118,Green,6deffc5b-9106-4ae5-bfee-931ace1b0d6a
Rogerio,female,,Rogerio Joselevitch,once a day,stolen,9072dc4b-730d-40b1-ad8d-f5ea96d70439,Yellow,29e740d2-e769-46e2-ab07-b9023ba521d8
Nannette,male,Nannette Abson,Nannette Hasnney,every 4 hours,lab born,919c0278-1581-42a4-938d-4262754ae2d0,Turquoise,6bb5ecfc-4241-46af-a583-de6c40ce6030
Hedwiga,female,Hedwiga Marvin,Hedwiga Geertje,,found,91bd432c-20e6-472d-a0bb-a70d5b790f7b,Orange,f00d091d-264c-4af2-81c9-abd89223bae9
Darrelle,male,Darrelle Olivazzi,Darrelle Bennell,once a day,stolen,cb3a9da4-07b0-4969-9810-1505108d79d9,Orange,caebf4be-c46c-47ab-a978-4156b300070a
Natassia,female,Natassia Fawssett,Natassia Pauel,,,91c5913a-1cf2-4184-9dae-65c4fd74d410,Indigo,af3c7344-fb36-4d31-8a2e-89d1c7fac775
Franny,male,Franny Bonome,Franny Heyworth,every 4 hours,stolen,922719ae-4246-47bb-bbd3-95fbe3686fd4,Khaki,830b8fc1-f59b-430d-87bc-8915dbd659f7
Julie,female,Julie Klasing,Julie Dorman,once a day,,9255d1da-9d72-4d90-8102-7d54b2e17c2a,Orange,bf5a636e-9709-4839-84c2-b86073c92b54
Fin,female,Fin Digby,,every 4 hours,lab grown,92fd8eec-d323-4448-a664-6ae5d8830523,Yellow,287ec49d-4e3d-4904-9b61-3b56db77da7b
Ruthe,male,Ruthe Benedit,Ruthe Henrot,once a day,lab grown,cb3a9da4-07b0-4969-9810-1505108d79d9,Pink,e5a0b6f7-2284-4bb3-9a1c-7f2f67ef879c
Tabb,male,Tabb Wrankling,,every 4 hours,lab born,938f7219-b495-4188-84ca-17694ee51875,Puce,a2e1aecc-e5e5-4992-b295-e115a787297c
Helene,male,Helene Schimmang,Helene Elizabeth,,lab grown,948c7113-5e4f-408a-ba4f-dce5d2fe83a5,Khaki,d8078014-ea48-415a-878b-4426a5a2930f
Elisabet,male,Elisabet Crecy,Elisabet Idiens,once a day,stolen,cb3a9da4-07b0-4969-9810-1505108d79d9,Mauv,863a53ac-d491-4154-8acf-a73c5d918f8c
Guy,female,Guy Wastall,Guy Stollman,twice a day,lab grown,95f76cbd-c1ac-4a31-b247-fc3c23c5e060,Teal,7dbf4675-b1b2-45f7-bfc3-06d2f1d59c90
Emalee,male,Emalee Rhodus,Emalee Aspole,once a day,lab grown,962ae58b-4c8f-4c96-ad9f-b56ac299509f,Violet,26443732-1bb8-46bd-a5db-a064dbefd936
Jase,male,Jase Crowden,Jase Gingel,twice a day,found,965d2ea8-31c6-4fbe-bb36-995844129379,Pink,d0ef5808-d65f-42d6-85ee-83fff2dfd07f
Clarey,male,,Clarey Backhurst,once a day,stolen,96bd679e-0ce4-414f-b8cc-21bfde73a106,Crimson,99e2e421-9b76-47de-939d-2c6cbe95e9a0
Elinor,female,Elinor Yannoni,,,lab born,96c58075-c41f-4f09-9b0a-019937133eb5,Purple,b56c57a5-a6ea-4a4e-98c2-196982d32a75
Drusie,male,,,once a day,found,96faea35-72ef-4eb2-9b7c-3ea9357c2940,Maroon,32d3278a-44a0-4327-965b-1ee588e99065
Alexandros,female,Alexandros Shoebridge,Alexandros Karpman,every 4 hours,found,97a88dab-4bf3-4012-a2af-a0e76b1f7445,Fuscia,4b0ac98f-3163-45a6-add5-fa3b6b488f84
Bentlee,female,Bentlee Cheshir,,every 4 hours,lab born,97b54508-b13b-4dcc-8976-c06c9cbb6933,Goldenrod,d1239e79-201d-4290-8154-9eb0a43b37a7
Leila,female,Leila Knowlden,,,stolen,9872b71b-96c4-464f-ba7c-5c474c207d90,Blue,04e3f193-d59c-4cc3-90a1-ca0d183a16c0
Rudyard,female,Rudyard Blakeway,Rudyard Winterborne,once a day,stolen,997697af-746c-4492-936a-1c297b2fa32d,Khaki,4ac75925-e7a5-49ce-8946-108d3fc88c10
Tamar,female,Tamar Bernath,,every 4 hours,found,99e86a7b-438c-4f4d-ad4b-c339fcfd6e78,Pink,c7796b2f-6a9e-42bf-b36f-a85f5e78d104
Yvonne,male,Yvonne Sautter,Yvonne Curner,twice a day,found,9a33d58a-4fb8-4e58-a373-9e2906045f26,Indigo,b7269dbe-3d1d-48fa-b3dc-0e328d69e2cb
Elva,female,,Elva Pettegre,twice a day,lab grown,9a5d225c-ee46-488f-837e-25b2c8f3ce50,Blue,ac53b8c1-d827-4862-85d4-d1f7c82154ca
Elden,female,Elden Anear,Elden Broadbury,once a day,stolen,9ab4c768-aa2f-47dd-bd91-15857b9404c9,Blue,ea150a51-e9ec-478a-9f30-dfa69d6e3111
Keelby,female,Keelby Tyreman,Keelby Gill,once a day,found,9afcda79-f7f9-4060-b4d3-127686427dd2,Purple,55eb3bd6-a0c9-4317-b255-4bbd03f8ae63
Fernande,female,Fernande Ramey,Fernande Braven,twice a day,stolen,9b2b5153-e05b-4cea-95a9-16ef2fd5297e,Purple,3be2d853-078e-4871-a183-45cfc8d3ca1a
Caldwell,female,,Caldwell Fahrenbach,twice a day,lab born,9b90b978-5d17-46d0-9b9e-a3e3e0dd79da,Red,729f4ed4-e443-4bc5-b549-39e482912d79
Letti,male,,Letti Engeham,twice a day,lab born,9c0e131a-fda2-48da-b904-69cda0572a28,Turquoise,940b1339-9583-4fd3-ab60-e69e4d1f767c
Marjorie,female,,Marjorie Uridge,once a day,found,9c8d498f-4f4e-40af-bc9b-6db79081dfc1,Purple,aa95fb95-c653-4653-a969-f6ae03fa5c9c
Colet,male,Colet Shields,Colet Mugridge,twice a day,lab grown,9de75c93-8bd2-4bf4-9849-91b5a4714fa7,Aquamarine,0b32254e-a670-4337-a102-cc6a6f3d7c5a
